fi,fM,MHVR(fi-2),MHVR(fi-1),MHVR(fi),MHVR(fi+1),MHVR(fi+2),AMR(fi-2),AMR(fi-1),AMR(fi),AMR(fi+1),AMR(fi+2),pSAF
2.047246,8.969039,1.453264,1.438916,1.454621,1.520345,1.628203,1.0683105,1.1036198,1.0845809,1.1030234,1.1186447,1.577654150844097
2.09091,8.969039,1.438916,1.454621,1.520345,1.628203,1.737222,1.0679511,1.1014218,1.0782752,1.0918784,1.1125685,1.639350314576626
2.1355060000000003,8.969039,1.454621,1.520345,1.628203,1.737222,1.806443,1.0555722,1.0890605,1.0611414,1.071892,1.1000309,1.72775356487
2.181052,8.969039,1.520345,1.628203,1.737222,1.806443,1.8218459999999999,1.0370227,1.0716399,1.0403589,1.0512956,1.0866085,1.8073343707544804
2.2275709999999997,8.969039,1.628203,1.737222,1.806443,1.8218459999999999,1.79565,1.0188671,1.0546384,1.0224104,1.0352378,1.075646,1.8469260971307755
2.275081,8.969039,1.737222,1.806443,1.8218459999999999,1.79565,1.740314,1.0107458,1.047344,1.0157862,1.0313048,1.0737222,1.8506059724178312
2.323604,8.969039,1.806443,1.8218459999999999,1.79565,1.740314,1.6607779999999999,1.0111283,1.0485699,1.018584,1.0368459,1.0784332,1.8290203829169274
2.373163,8.969039,1.8218459999999999,1.79565,1.740314,1.6607779999999999,1.595119,1.0183007,1.0563598,1.0284035,1.0490696,1.0873805,1.7897450445218086
2.423779,8.969039,1.79565,1.740314,1.6607779999999999,1.595119,1.588591,1.0351026,1.0728347,1.0472541,1.069743,1.1026758,1.7392565456762312
2.475474,8.969039,1.740314,1.6607779999999999,1.595119,1.588591,1.655352,1.0622042,1.0979189,1.074713,1.0972968,1.1246159,1.7142951126306056
2.5282709999999997,8.969039,1.6607779999999999,1.595119,1.588591,1.655352,1.7939330000000002,1.0893745,1.1219876,1.1000309,1.1189275,1.1440535,1.7474991859493256
2.582195,8.969039,1.595119,1.588591,1.655352,1.7939330000000002,1.9925979999999999,1.1071528,1.1390989,1.1166135,1.1290519,1.15742,1.8483884024877548
2.637269,8.969039,1.588591,1.655352,1.7939330000000002,1.9925979999999999,2.2212490000000003,1.1175479,1.1476672,1.1217601,1.1289703,1.164849,2.0123625151631837
